Sinhala,Tamil,Class
ඉලන්තෙයිකාඩු (කොටස),இலந்தைக்காடு,Tamil
නුකවිල්,நுகவில்,Tamil
සීකිරියාම්පළ්ළම්,சீக்கிரியாம்பள்ளம்,Tamil
කෝණාවලෙයි,கோணாவளை,Tamil
කරියල්වයල් දකුණ,கரியல்வயல் தெற்கு,Tamil
අල්ලඩි,ஆலடி,Tamil
කේණියඩි,கேணியடி,Tamil
සිවපුරම්,சிவபுரம்,Tamil
උරුම්පිරායි දකුණ කොටස,உரும்பிராய் தெற்கின் ஒரு பகுதி,Tamil
නීදිපුරම්,நீதிபுரம்,Tamil
පුදුමඩම්,புதுமடம்,Tamil
කරන්දකේණි,கரந்தகேணி,Tamil
රාමනාතපුරම් ඒකකය,இராமநாதபுரம்5ம் யூனிற்,Tamil
ආනන්දපුරම් නැගෙනහිර,ஆனந்தபுரம் கிழக்கு,Tamil
කිලාන්,கிளான்,Tamil
4 සැතපුම් කණුව,4 ம் கட்டை,Tamil
සෙරුක්කන්,சக்தி புரம்,Tamil
තුල්ලු කුඩිරුප්පු,துள்ளுகுடியிருப்பு,Tamil
31 වැනි කණුව,31ம் கட்டை,Tamil
වල්ලුවර් පන්නෛ,வள்ளுவர் பண்ணை,Tamil
කුමාන්කුලම්,கூமாங்குளம்,Tamil
විවේකානන්තනගර් නැගෙනහිර,விவேகானந்தநகர் கிழக்கு,Tamil
18 වන බෝර්,18வது போர்,Tamil
මරක්කාරම්පලෛ,மரக்காரம்பளை,Tamil
සින්නපල්ලවරායන්කට්ටු,சின்னப்பல்லவராயன்கட்டு,Tamil
නාච්ච්ක්කුඩා,நாச்சிக்குடா,Tamil
කුමරික්කුලම්,குமரிக்குளம்,Tamil
කට්පුරප්පුල්ලු,கற்பூரப்புல்லு,Tamil
කිරවල්ප්පිඩ්ඩි,கிரவல்ப்பிட்டி,Tamil
පණික්කිර් සිරුකුලම්,பணிக்கர் சிறுகுளம்,Tamil
සෝනළු,கந்தசாமி கோவில்,Tamil
කොක්කුඩයාන්,கொக்குடயான்,Tamil
තෛරෝඩුම් වීදි,தேரோடும் வீதி,Tamil
ආරුකාල්මඩම්,ஆறகால்மடம்,Tamil
කාඤ්චාංකලි,காஞ்சாங்கழி,Tamil
වණ්ණාන්කාඩු,வண்ணான்காடு,Tamil
නගර සභා නිවාස,நகரசபை விடுதி,Tamil
15 මයිල් පෝස්ට්,15ம் கட்டை,Tamil
කට්කුවාරි,கற்குவாறி,Tamil
කඩ්ඩුපුවාරාසාන්කුලාම්,காட்டுபூவரசன்குளம்,Tamil
ගාඳිජි,காந்திஜி,Tamil
දාමන්තෝඩඩම්,தாமந்தோட்டம்,Tamil
නලිමුරිප්පු,நலிமுறிப்பு,Tamil
වරුත්තලෙයිවිලාන් කොටසක්,வறுத்தலைவிளான் பகுதி,Tamil
විලාඕටයි,விலாவோடை,Tamil
තොල්පුරම් නැගෙනහිර,தோல்புரம் கிழக்கு,Tamil
කොල්ලවිලාන්කුලම්,கொல்லவிளான்குளம்,Tamil
කඳර්මඩම් (කොටස),கந்தர்மடம் (பிரிவு),Tamil
වේවිපුරම්,வேவிபுரம்,Tamil
අලවෙඩ්ඩි උතුර,அளவெட்டி வடக்கு,Tamil
කාලිකෝවිලඩි,காளிகோவிலடி,Tamil
තිරුමුඩීකඩිඩෛක්කාඩු,திருமுடிகட்டைகாடு,Tamil
කස්පාර්කඩ්ඩයික්කාඩු,கஸ்பார்கட்டகைகாடு,Tamil
කෝණාවලෙයි,கோணாவளை,Tamil
කරඔනැගෙනහිර,பெரியதோட்டம்,Tamil
කලඩ්ඩි,கலட்டி,Tamil
අක්කරෛවෙලි දකුණ,அக்கரைவெளி தெற்கு,Tamil
නුණාවිල් නැගෙනහිර (කොටස),நுணாவில் கிழக்கு (பகுதி),Tamil
තලයිමන්නාරම පරණ පියර්,தலைமன்னார் பழைய பியா்,Tamil
රම්බෛක්කුළම්,இறம்பைக்குளம்,Tamil
පේදුරුතුඩුව,பருத்தித்துறை,Tamil
කොල්ලන්කලඩ්ඩි,கொல்லன்கலட்டி,Tamil
මාඩන්තෙයි,மாடந்தை,Tamil
පොන්නගර්,பொண்நகர்,Tamil
කෝවිල්පුලම්,கோவிற்புலம்,Tamil
පනිච්චංකුළම්,பனிச்சங்குளம்,Tamil
නරුවිලික්කුළම්,நறுவிலிக்குளம்,Tamil
නමණන්කුලම්,நவணன்குளம்,Tamil
වාලෙයම්මන් කොවිලඩි,வலையம்மண் கோவிலடி,Tamil
අයියනාර් කෝවිලඩි,ஐயனார் கோவிலடி,Tamil
කෙරුඩාවිල්,கெருடாவில்,Tamil
කදිරිපායි,கதிரிப்பாய்,Tamil
සෙල්ලවලවු,செல்லவளவு,Tamil
සාන්තසොලෛ,சாந்தசோலை,Tamil
පනන්කට්ටකොට්ටු බටහිර,பனங்கட்டிக்கோட்டு மேற்கு கிழக்கு,Tamil
විනයාගපුරම් නැගෙනහිර,விநாயகபுரம் கிழக்கு,Tamil
ඉරක්කම්,இறக்கம்,Tamil
ඌරෙළු බටහිර,ஊரெழு மேற்கு,Tamil
කාඩ්ඩුකුලම්,கொட்டுக் குளம்,Tamil
කාන්ඩයිකුලම්,காண்டைக்குளம்,Tamil
වඤ්චියන්කුලම්,வஞ்சியன்குளம்,Tamil
මාමඩුව,மாமடுவ,Tamil
මානංකානෙයි,மானகனை,Tamil
මරවන්පුලෝ මධ්යම,மறவன்புலவுமத்தி,Tamil
මුසල්කුත්ති,முசல்கத்தி,Tamil
කෝඩ්ඩප් පළැයි,கோட்டப்பளை,Tamil
ශ්රීරාමපුරම්,சிறீராமபுரம்,Tamil
තම්පගාමම්,தம்பகாமம்,Tamil
සෝලෛ නගර්,சோலை நகர்,Tamil
මුස්ලිම්වීදි,முஸ்லிம் வீதி,Tamil
අලහාපුරි කුඩියිරුප්පු,அழகாபுரி குடியிருப்பு,Tamil
තිරුනාවට්කුළම්,திருநாவற்குளம்,Tamil
සුඩ්ඩපිඩ්ඩී,சுட்டபிட்டி,Tamil
කට්පකුනෙයි කොටස,கட்ப்புலியின் ஒரு பிரிவு,Tamil
ආණැප්පන්දි,ஆனைப்பந்தி,Tamil
නුණාවිල් බස්නාහිර,நுணாவில் மேற்கு,Tamil
මුත්තුවිනායගර්පුරම්,முதுவினாயகர்புரம்,Tamil
සිරුත්තොප්පු,சிறுத்தோப்பு,Tamil
තරණික්කුළම්,தரணிக்குளம்,Tamil
ඉරත්තින පුරි,இரத்தினபுரி,Tamil
කඳර්මඩම් (කොටස),கந்தர்மடம் (பிரிவு),Tamil
සූසෙයප්පර් කෝවිල,சூசையப்பர் கோவில்,Tamil
කච්චාර්වෙලි,கச்சார்வெளி,Tamil
වණ්ණාන්වයල්,வண்ணாவயல்,Tamil
ඕඩැයි,ஓடை,Tamil
කෛවේලික්කුලම්,கைவேலிக்குளம்,Tamil
තම්පයට්පුලම්,தம்பபையா புலம்,Tamil
පල්ලිය පාර,தேவாலய வீதியின் ஒரு பிரிவு,Tamil
කුන්චුපරන්දන්,குஞ்சுப்பரந்தான்,Tamil
තොඩ්ඩිලාඩි,தொட்டிலடி,Tamil
තුම්පළෙයි දකුණ,தும்பளை தெற்கு,Tamil
කොක්කුවිල් වයඹ,கொக்குவில் வட மேற்கு,Tamil
පාව්ක්කුලම් ඒකක 05,பாவற்குளம் படிவம் 05,Tamil
සත්තාකලඩ්ඩි,சாத்தாகலட்டி,Tamil
සිරුප්පිඩඩි,சிறுப்பிட்டி,Tamil
තේරාවිල්,தேராவில்,Tamil
