Sinhala,Tamil,Class
හේරත් මුදියන්සේලාගේ ගුණරත්න,ஹேரத் முதியன்சேலாகே குணரத்ன,Sinhala
කුඩා අන්තෝනි හේවා ගමගේ සුපුන් චන්දන,குடா அன்தோனி ஹேவா கமகே சுபுன் சந்தன,Sinhala
හේවාගම ආරච්චිගේ හසිතා තරංගනී තිලකරත්න,ஹேவாகம ஆரச்சிகே ஹஸிதா தரங்கனி திலகரத்ன,Sinhala
කුවේන්ද්‍රන් සජන්,குவேந்திரன் சஜன்,Tamil
දෝන ස්වර්ණා හෙට්ටිආරච්චි,தோன ச்வர்ணா ஹெட்டிஆரச்சி,Sinhala
අතපත්තු ආරච්චිලාගේ උදුලා කුමාරි,அத்தபத்து ஆரச்சிலாகே உதுலா குமாரி,Sinhala
අල්බරගේ රෝහිත කුමාරසිරි ද සිල්වා,அல்பரகே ரோஹித குமாரசிரி டி சில்வா,Sinhala
අතාවුද ආරච්චිගේ දේවිකා චිත්‍රාංගනී ඩයස්,அதாஉத ஆரச்சிகே தேவிகா சித்திராங்கனி டயச்,Sinhala
ජයසිංහ මුදියන්සෙලාගේ චතුරිකා දිලානි ජයසිංහ,ஜயசிங்ஹ முதியன்செலாகே சதுரிகா திலானி ஜயசிங்ஹ,Sinhala
හේවා තොන්ඩිලේගේ සෝමවංශ,ஹேவா தொன்டிலேகே சோமவங்ஷ,Sinhala
දලුවත්තගේ දොන් වික්ටර්සිරි රංජිත් සපරමාදු,தலுவத்தகே டொன் விக்டர்சிரி ரஞ்ஜித் சபரமாது,Sinhala
ඇබිත්තගොඩගේ ධම්මික නාලින්ද පෙරේරා,அபித்தகொடகே தம்மிக நாலிந்த பெரேரா,Sinhala
එදිරිමාන්නගේ නිලානි දිල්රුක්ෂි දාබරේ,எதிரிமான்னகே நிலானி தில்ருக்ஷி தாபரே,Sinhala
පනාවැන්නගේ රමනි මල්ලිකා,பனாவென்னகே ரமனி மல்லிகா,Sinhala
අමරතුංග ආරච්චිගේ මල්ලිකා පෙරේරා,அமரதுங்க ஆரச்சிகே மல்லிகா பெரேரா,Sinhala
සුලෙයිමාන්ලෙබ්බේ ෆාතිමා සස්නා,சுலயுமான்லெவ்வை பாத்திமா சஸ்னா,Muslim
රාසනායගම් සෝතිමලර්,இராசநாயகம் சோதிமலர்,Tamil
රවීත්‍රින්න් තනීස්වරන්,ரவீந்திரன் தனீஸ்வரன்,Tamil
පලනියන්ඩි ආරුමුගම්,பழனியாண்டி ஆறுமுகம்,Tamil
රෙට්නම් අලගුතුරෙයි,ரெட்ணம் அழகுதுரை,Tamil
ඔරුතොට ආරච්චිල්ලාගේ වසන්තා ශ්‍රීයා කුමාරි,ஒருதொட ஆரச்சில்லாகே வசந்தா சிரியா குமாரி,Sinhala
නඩරාජා කමල්,நடராஜா கமல்,Tamil
ගනේසමූර්ති තිසන්තන්,கணேசமூர்த்தி திஷந்தன்,Tamil
ගම් ගොඩගේ ඉරේෂා දිල්හානි,கம் கொடகே இரேஷா தில்ஹானி,Sinhala
සිංහල පේඩිගේ සජිත් ජීවන්ත,சிங்ஹல பேடிகே சஜித் ஜீவந்த,Sinhala
කුරුගේ තරිඳු කුමාර්,குருகே தரிந்து குமார்,Sinhala
වික්‍රම ආරච්චිගේ ප්‍රේමලතා,விக்கிரம ஆரச்சிகே பிரேமலதா,Sinhala
කරලහිංගේ වජිරා ප්‍රේම කාන්ති,கரலஹிஙகே வஜிரா பிரேம காந்தி,Sinhala
අප්පුකුට්ටි ආච්චිගේ ඉරෝෂා නිෂාමනී සුමනදාස,அப்புகுட்டி ஆச்சிகே இரோஷா நிஷாமனீ சுமனதாச,Sinhala
හේවා වෙදගේ ළහිරු සමීර,ஹேவா வெதகே லஹிரு சமீர,Sinhala
හේවා තැන්නගේ ස්වර්ණලතා,ஹேவா தென்னகே ச்வர்ணலதா,Sinhala
හෙට්ටි කුරුප්පුගේ චන්දන ප්‍රසන්න පෙරේරා,ஹெட்டி குருப்புகே சந்தன பிரசன்ன பெரேரா,Sinhala
රත්නායක මුදියන්සේලාගේ ශ්‍රීමතී මල්ලිකා රත්නායක,ரத்னாயக்க முதியன்சேலாகே ஸ்ரீமதி மல்லிகா ரத்னாயக்க,Sinhala
තිලකා පියසීලි අල්විස් කොතලාවල,திலகா பியசீலி அல்விஸ் கொதலாவல,Sinhala
කළුතන්ත්‍රිගේ නෙවිල් පීරිස්,கலுதந்திரிகே நெவில் பீரிஸ்,Sinhala
කෝශල අසංක ඩයස්,கோஷல அசங்க டயச்,Sinhala
මානෙල් ජයසුන්දර,மானெல் ஜயசுந்தர,Sinhala
තේනාහන්දි රංජන අබේවික්‍රම ද සිල්වා,தேனாஹந்தி ரஞ்ஜன அபேவிக்கிரம டி சில்வா,Sinhala
බොල්තුඹ ආරච්චිලාගේ සඳළු සත්රුවන් ආරච්චි,பொல்தும்ப ஆரச்சிலாகே சந்தலு சத்ருவன் ஆரச்சி,Sinhala
ගම්මනගේ තරිඳු ප්‍රභාත් හේමන්ත,கம்மனகே தரிந்து பிரபாத் ஹேமந்த,Sinhala
අමුහේනගේ කසුන් හර්ෂණ ගුණරත්න,அமுஹேனகே கசுன் ஹர்ஷன குணரத்ன,Sinhala
හුසෙයින් සිත්ති හනිසා,ஹுசையின் சித்தி ஹனிசா,Muslim
වේලායුදම් මනෝන්මනි,வேலாயுதம் மனோன்மனி,Tamil
සුලෙයිමාන් මුහම්මදු අස්මි,சுலைமான் முஹம்மது அஸ்மி,Muslim
වෙල්ගම ආරච්චිගේ ක්‍රිසන්තා හිමාලි,வெல்கம ஆரச்சிகே கிரிசந்தா ஹிமாலி,Sinhala
